"Status" "Duration" "History" "Purpose" "Amount" "Savings" "Employment" "Disposable" "Personal" "OtherParties" "Residence" "Property" "Age" "Plans" "Housing" "Existing" "Job" "Dependants" "Telephone" "Foreign" "CreditScore"
"None" 10 "C" "UsedCar" 2901 "Unknown" "Short" 1 "F:DivSepMar" "None" 4 "House" 31 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 660.205989150223
"Small" 12 "E" "Furniture" 3617 "Low" "VeryLong" 1 "M:Single" "None" 4 "Car" 28 "None" "Rent" 3 "Skilled" 1 "Yes" "Yes" 633.659061362809
"None" 12 "E" "Television" 1655 "Low" "VeryLong" 2 "M:Single" "None" 4 "House" 63 "None" "Own" 2 "Unskilled" 1 "Yes" "Yes" 759.479187737063
"None" 21 "E" "UsedCar" 3275 "Low" "VeryLong" 1 "M:Single" "None" 4 "Car" 36 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 734.67923730613
"None" 24 "E" "Television" 2223 "Medium" "VeryLong" 4 "M:Single" "None" 4 "Savings" 52 "Bank" "Own" 2 "Skilled" 1 "No" "Yes" 697.206268311647
"Large" 12 "E" "NewCar" 1480 "Large" "Unemployed" 2 "M:Single" "None" 4 "None" 66 "Bank" "RentFree" 3 "Unemployed" 1 "No" "Yes" 605.060847267427
"Negative" 24 "C" "NewCar" 1371 "Unknown" "Medium" 4 "F:DivSepMar" "None" 4 "House" 25 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 449.827815317688
"None" 36 "E" "NewCar" 3535 "Low" "Long" 4 "M:Single" "None" 4 "Car" 37 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 595.402397073462
"None" 36 "E" "UsedCar" 5711 "VeryLarge" "VeryLong" 4 "M:Single" "None" 2 "Car" 38 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 712.972217778722
"Small" 18 "C" "Repairs" 3872 "Low" "Unemployed" 2 "F:DivSepMar" "None" 4 "Car" 67 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 522.75906698832
"Small" 12 "C" "NewCar" 836 "Medium" "Short" 4 "F:DivSepMar" "None" 2 "Savings" 23 "Bank" "Own" 1 "Unskilled" 1 "No" "Yes" 477.724218499826
"Small" 18 "C" "Business" 1941 "VeryLarge" "Medium" 4 "M:Single" "None" 2 "Savings" 35 "None" "Own" 1 "Unskilled" 1 "Yes" "Yes" 682.9061553243
"None" 22 "C" "Television" 2675 "Large" "VeryLong" 3 "M:Single" "None" 4 "Car" 40 "None" "Own" 1 "Skilled" 1 "No" "Yes" 710.601998155709
"Negative" 40 "E" "Education" 5998 "Low" "Medium" 4 "M:Single" "None" 3 "None" 27 "Bank" "Own" 1 "Skilled" 1 "Yes" "Yes" 393.07617832836
"Small" 21 "C" "Business" 1188 "Low" "VeryLong" 2 "F:DivSepMar" "None" 4 "Savings" 39 "None" "Own" 1 "Skilled" 2 "No" "Yes" 553.811396714946
"None" 24 "C" "UsedCar" 6313 "Unknown" "VeryLong" 3 "M:Single" "None" 4 "Car" 41 "None" "Own" 1 "Management:Self" 2 "Yes" "Yes" 691.002110201688
"None" 6 "E" "Furniture" 1221 "Unknown" "Medium" 1 "F:Single" "None" 2 "Savings" 27 "None" "Own" 2 "Skilled" 1 "No" "Yes" 798.467440608727
"Large" 24 "C" "Furniture" 2892 "Low" "VeryLong" 3 "M:DivSepMar" "None" 4 "None" 51 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 544.977119630542
"None" 9 "C" "Furniture" 2301 "Medium" "Short" 2 "F:DivSepMar" "None" 4 "Savings" 22 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 776.70585157733
"Negative" 18 "C" "UsedCar" 7511 "Unknown" "VeryLong" 1 "M:Single" "None" 4 "Savings" 51 "None" "RentFree" 1 "Skilled" 2 "Yes" "Yes" 628.317336618378
"None" 12 "E" "Furniture" 1258 "Low" "Short" 2 "F:DivSepMar" "None" 4 "Savings" 22 "None" "Rent" 2 "Unskilled" 1 "No" "Yes" 615.379539777455
"None" 24 "D" "NewCar" 717 "Unknown" "VeryLong" 4 "F:Single" "None" 4 "Car" 54 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 635.205251562179
"Small" 9 "C" "NewCar" 1549 "Unknown" "Short" 4 "M:Single" "None" 2 "House" 35 "None" "Own" 1 "Unemployed" 1 "No" "Yes" 588.83520821667
"None" 24 "E" "Education" 1597 "Low" "VeryLong" 4 "M:Single" "None" 4 "None" 54 "None" "RentFree" 2 "Skilled" 2 "No" "Yes" 570.091331282715
"Small" 18 "E" "Television" 1795 "Low" "VeryLong" 3 "F:DivSepMar" "Guarantor" 4 "House" 48 "Bank" "Rent" 2 "Unskilled" 1 "Yes" "Yes" 675.165986816101
"None" 12 "E" "Television" 976 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "Car" 35 "None" "Own" 2 "Skilled" 1 "No" "Yes" 749.899907716448
"Small" 12 "C" "NewCar" 7472 "Unknown" "Unemployed" 1 "F:DivSepMar" "None" 2 "House" 24 "None" "Rent" 1 "Unemployed" 1 "No" "Yes" 494.034214656137
"Negative" 36 "C" "NewCar" 9271 "Low" "Long" 2 "M:Single" "None" 1 "Car" 24 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 416.857894196254
"Small" 6 "C" "Television" 590 "Low" "Short" 3 "F:Single" "None" 3 "House" 26 "None" "Own" 1 "Unskilled" 1 "No" "No" 654.924848723971
"None" 12 "E" "Television" 930 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "House" 65 "None" "Own" 4 "Skilled" 1 "No" "Yes" 638.733585967167
"Small" 42 "B" "UsedCar" 9283 "Low" "Unemployed" 1 "M:Single" "None" 2 "None" 55 "Bank" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 520.438798775215
"Small" 15 "A" "NewCar" 1778 "Low" "Short" 2 "F:DivSepMar" "None" 1 "House" 26 "None" "Rent" 2 "Unemployed" 1 "No" "Yes" 480.334918726516
"Small" 8 "C" "Business" 907 "Low" "Short" 3 "F:Single" "None" 2 "House" 26 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 562.280222122348
"Negative" 36 "E" "UsedCar" 9629 "Low" "Long" 4 "M:Single" "None" 4 "Car" 24 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 507.648710610697
"Negative" 48 "C" "Domestic" 3051 "Low" "Medium" 3 "M:Single" "None" 4 "Car" 54 "None" "Own" 1 "Skilled" 1 "No" "Yes" 495.173961449593
"Negative" 48 "C" "NewCar" 3931 "Low" "Long" 4 "M:Single" "None" 4 "None" 46 "None" "RentFree" 1 "Skilled" 2 "No" "Yes" 436.700930012508
"Small" 36 "D" "NewCar" 7432 "Low" "Medium" 2 "F:DivSepMar" "None" 2 "Savings" 54 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 380.564994473156
"None" 6 "C" "Domestic" 1338 "Large" "Medium" 1 "M:DivSepMar" "None" 4 "House" 62 "None" "Own" 1 "Skilled" 1 "No" "Yes" 684.867206554265
"None" 6 "E" "Television" 1554 "Low" "Long" 1 "F:DivSepMar" "None" 2 "Car" 24 "None" "Rent" 2 "Skilled" 1 "Yes" "Yes" 694.366392496924
"Negative" 36 "C" "Other" 15857 "Low" "Unemployed" 2 "M:DivSepMar" "Coapp" 3 "Car" 43 "None" "Own" 1 "Management:Self" 1 "No" "Yes" 375.16706956713
"Negative" 18 "C" "Television" 1345 "Low" "Medium" 4 "F:Single" "None" 3 "House" 26 "Bank" "Own" 1 "Skilled" 1 "No" "Yes" 414.192289863954
"None" 12 "C" "NewCar" 1101 "Low" "Medium" 3 "F:Single" "None" 2 "House" 27 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 532.765882948365
"Large" 12 "C" "Television" 3016 "Low" "Medium" 3 "F:Single" "None" 1 "Car" 24 "None" "Own" 1 "Skilled" 1 "No" "Yes" 575.400554197281
"Negative" 36 "C" "Furniture" 2712 "Low" "VeryLong" 2 "M:Single" "None" 2 "Savings" 41 "Bank" "Own" 1 "Skilled" 2 "No" "Yes" 631.599602348863
"None" 18 "E" "Furniture" 3780 "Low" "Short" 3 "M:DivSepMar" "None" 2 "Car" 35 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 584.745289724127
"Negative" 18 "E" "NewCar" 3966 "Low" "VeryLong" 1 "F:DivSepMar" "None" 4 "House" 33 "Bank" "Rent" 3 "Skilled" 1 "Yes" "Yes" 467.259110167856
"None" 18 "A" "Business" 4165 "Low" "Medium" 2 "M:Single" "None" 2 "Car" 36 "Stores" "Own" 2 "Skilled" 2 "No" "Yes" 488.963102932684
"Negative" 36 "C" "UsedCar" 8335 "Unknown" "VeryLong" 3 "M:Single" "None" 4 "None" 47 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 457.725923187494
"Small" 48 "D" "Business" 6681 "Unknown" "Medium" 4 "M:Single" "None" 4 "None" 38 "None" "RentFree" 1 "Skilled" 2 "Yes" "Yes" 547.67286310795
"None" 24 "D" "Business" 2375 "Large" "Medium" 4 "M:Single" "None" 2 "Car" 44 "None" "Own" 2 "Skilled" 2 "Yes" "Yes" 668.199929577602
"Small" 24 "C" "Television" 5084 "Unknown" "VeryLong" 2 "F:DivSepMar" "None" 4 "Car" 42 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 584.006198319332
"Large" 15 "C" "Television" 2327 "Low" "Short" 2 "F:DivSepMar" "None" 3 "House" 25 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 550.592983228757
"Negative" 12 "A" "NewCar" 1082 "Low" "Medium" 4 "M:Single" "None" 4 "Car" 48 "Bank" "Own" 2 "Skilled" 1 "No" "Yes" 385.926894357389
"None" 12 "C" "Television" 886 "Unknown" "Medium" 4 "F:DivSepMar" "None" 2 "Car" 21 "None" "Own" 1 "Skilled" 1 "No" "Yes" 771.331413422881
"None" 4 "C" "Furniture" 601 "Low" "Short" 1 "F:DivSepMar" "None" 3 "House" 23 "None" "Rent" 1 "Unskilled" 2 "No" "Yes" 621.072002303459
"Negative" 24 "E" "UsedCar" 2957 "Low" "VeryLong" 4 "M:Single" "None" 4 "Savings" 63 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 551.057440468389
"None" 24 "E" "Television" 2611 "Low" "VeryLong" 4 "F:Single" "Coapp" 3 "House" 46 "None" "Own" 2 "Skilled" 1 "No" "Yes" 729.068877641781
"Negative" 36 "C" "Furniture" 5179 "Low" "Long" 4 "M:Single" "None" 2 "Savings" 29 "None" "Own" 1 "Skilled" 1 "No" "Yes" 375.448010061417
"None" 18 "C" "Repairs" 1943 "Low" "Short" 4 "F:DivSepMar" "None" 4 "House" 23 "None" "Own" 1 "Skilled" 1 "No" "Yes" 552.335687202103
"None" 18 "C" "Furniture" 3422 "Low" "VeryLong" 4 "M:Single" "None" 4 "Savings" 47 "Bank" "Own" 3 "Skilled" 2 "Yes" "Yes" 493.950639651679
"Small" 21 "C" "Furniture" 3976 "Unknown" "Long" 2 "M:Single" "None" 3 "Car" 35 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 666.761722014361
"None" 18 "C" "NewCar" 6761 "Unknown" "Medium" 2 "M:Single" "None" 4 "Car" 68 "None" "Rent" 2 "Skilled" 1 "No" "Yes" 600.313144636318
"None" 24 "C" "NewCar" 1249 "Low" "Short" 4 "F:Single" "None" 2 "House" 28 "None" "Own" 1 "Skilled" 1 "No" "Yes" 514.53486006973
"Negative" 9 "C" "Television" 1364 "Low" "Long" 3 "M:Single" "None" 4 "House" 59 "None" "Own" 1 "Skilled" 1 "No" "Yes" 565.972199480556
"Negative" 12 "C" "Television" 709 "Low" "VeryLong" 4 "M:Single" "None" 4 "House" 57 "Stores" "Own" 1 "Unskilled" 1 "No" "Yes" 575.4044002269
"None" 24 "E" "UsedCar" 4042 "Unknown" "Long" 3 "M:Single" "None" 4 "Savings" 43 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 649.276403258987
"None" 15 "E" "Television" 1471 "Low" "Medium" 4 "M:Single" "None" 4 "None" 35 "None" "RentFree" 2 "Skilled" 1 "Yes" "Yes" 668.998720096332
"Negative" 18 "B" "NewCar" 1442 "Low" "Long" 4 "M:Single" "None" 4 "None" 32 "None" "RentFree" 2 "Unskilled" 2 "No" "Yes" 485.815267189978
"None" 36 "D" "NewCar" 10875 "Low" "VeryLong" 2 "M:Single" "None" 2 "Car" 45 "None" "Own" 2 "Skilled" 2 "Yes" "Yes" 600.980111595239
"None" 24 "C" "NewCar" 1474 "Medium" "Short" 4 "F:Single" "None" 3 "House" 33 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 561.973783838788
"None" 10 "C" "Training" 894 "Unknown" "Long" 4 "F:DivSepMar" "None" 3 "Savings" 40 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 674.088441703527
"None" 15 "E" "Furniture" 3343 "Low" "Medium" 4 "M:Single" "None" 2 "None" 28 "None" "RentFree" 1 "Skilled" 1 "Yes" "Yes" 633.443734939573
"Negative" 15 "C" "NewCar" 3959 "Low" "Medium" 3 "F:DivSepMar" "None" 2 "Savings" 29 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 488.599272878442
"None" 9 "C" "NewCar" 3577 "Medium" "Medium" 1 "M:Single" "Guarantor" 2 "House" 26 "None" "Rent" 1 "Skilled" 2 "No" "No" 716.394673327826
"None" 24 "E" "UsedCar" 5804 "VeryLarge" "Medium" 4 "M:Single" "None" 2 "House" 27 "None" "Own" 2 "Skilled" 1 "No" "Yes" 708.400771562854
"None" 27 "E" "Furniture" 4526 "VeryLarge" "Short" 4 "M:Single" "None" 2 "House" 32 "Stores" "Own" 2 "Unskilled" 2 "Yes" "Yes" 634.578052567214
"None" 10 "C" "Furniture" 2210 "Low" "Medium" 2 "M:Single" "None" 2 "House" 25 "Bank" "Rent" 1 "Unskilled" 1 "No" "Yes" 652.288408368394
"Negative" 18 "C" "Television" 2389 "Low" "Short" 4 "F:DivSepMar" "None" 1 "Car" 27 "Stores" "Own" 1 "Skilled" 1 "No" "Yes" 448.189766878204
"None" 12 "E" "Furniture" 3331 "Low" "VeryLong" 2 "M:Single" "None" 4 "Savings" 42 "Stores" "Own" 1 "Skilled" 1 "No" "Yes" 724.725050590528
"None" 36 "C" "Business" 7409 "Unknown" "VeryLong" 3 "M:Single" "None" 2 "Savings" 37 "None" "Own" 2 "Skilled" 1 "No" "Yes" 609.79482431286
"Large" 6 "E" "NewCar" 1343 "Low" "VeryLong" 1 "M:Single" "None" 4 "House" 46 "None" "Own" 2 "Skilled" 2 "No" "No" 702.563881276876
"Negative" 24 "E" "Business" 1382 "Medium" "Long" 4 "M:Single" "None" 1 "House" 26 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 592.977295424588
"Small" 11 "E" "NewCar" 1322 "VeryLarge" "Medium" 4 "F:DivSepMar" "None" 4 "Car" 40 "None" "Own" 2 "Skilled" 1 "No" "Yes" 585.801669348015
"Negative" 18 "B" "Television" 1940 "Low" "Short" 3 "M:Single" "Coapp" 4 "None" 36 "Bank" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 401.231558740166
"None" 36 "C" "Television" 3595 "Low" "VeryLong" 4 "M:Single" "None" 2 "Car" 28 "None" "Own" 1 "Skilled" 1 "No" "Yes" 585.431794604923
"Negative" 9 "C" "NewCar" 1422 "Low" "Short" 3 "M:Single" "None" 2 "None" 27 "None" "RentFree" 1 "Management:Self" 1 "Yes" "Yes" 541.716644083386
"None" 30 "E" "Television" 6742 "Unknown" "Long" 2 "M:Single" "None" 3 "Savings" 36 "None" "Own" 2 "Skilled" 1 "No" "Yes" 580.369985441154
"None" 24 "C" "UsedCar" 9277 "Unknown" "Medium" 2 "M:DivSepMar" "None" 4 "None" 48 "None" "RentFree" 1 "Skilled" 1 "Yes" "Yes" 684.502327556202
"Small" 30 "E" "NewCar" 2181 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "House" 36 "None" "Own" 2 "Skilled" 1 "No" "Yes" 510.376328613489
"None" 18 "E" "Television" 1098 "Low" "Unemployed" 4 "F:DivSepMar" "None" 4 "Car" 65 "None" "Own" 2 "Unemployed" 1 "No" "Yes" 614.255111661896
"Small" 24 "C" "Furniture" 4057 "Low" "Long" 3 "M:DivSepMar" "None" 3 "Car" 43 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 478.343092714302
"Negative" 12 "C" "Education" 795 "Low" "Short" 4 "F:DivSepMar" "None" 4 "Savings" 53 "None" "Own" 1 "Skilled" 1 "No" "Yes" 465.04038470225
"Small" 24 "E" "Business" 2825 "Unknown" "Long" 4 "M:Single" "None" 3 "None" 34 "None" "Own" 2 "Skilled" 2 "Yes" "Yes" 595.395316519281
"Small" 48 "C" "Business" 15672 "Low" "Medium" 2 "M:Single" "None" 2 "Car" 23 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 561.046224484401
"None" 36 "E" "NewCar" 6614 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 34 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 533.242263636147
"None" 28 "B" "UsedCar" 7824 "Unknown" "Short" 3 "M:Single" "Guarantor" 4 "House" 40 "Bank" "Rent" 2 "Skilled" 2 "Yes" "Yes" 548.582737787863
"None" 15 "E" "Television" 1829 "Low" "VeryLong" 4 "M:Single" "None" 4 "Car" 46 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 801.407420059439
"Negative" 12 "E" "NewCar" 2171 "Low" "Medium" 4 "M:Single" "None" 4 "Savings" 38 "Bank" "Own" 2 "Unskilled" 1 "No" "No" 600.379346191711
"Small" 36 "E" "UsedCar" 5800 "Low" "Medium" 3 "M:Single" "None" 4 "Car" 34 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 594.379454315381
"None" 36 "D" "UsedCar" 8947 "Unknown" "Long" 3 "M:Single" "None" 2 "Car" 31 "Stores" "Own" 1 "Management:Self" 2 "Yes" "Yes" 744.752922937567
"Negative" 21 "C" "Television" 2606 "Low" "Short" 4 "F:DivSepMar" "None" 4 "Savings" 28 "None" "Rent" 1 "Management:Self" 1 "Yes" "Yes" 472.206290962235
"None" 15 "C" "Furniture" 2186 "Unknown" "Long" 1 "F:DivSepMar" "None" 4 "House" 33 "Bank" "Rent" 1 "Unskilled" 1 "No" "Yes" 676.519146868139
"Negative" 16 "E" "NewCar" 2625 "Low" "VeryLong" 2 "M:Single" "Guarantor" 4 "Savings" 43 "Bank" "Rent" 1 "Skilled" 1 "Yes" "Yes" 555.455703528054
"None" 20 "E" "NewCar" 3485 "Unknown" "Short" 2 "M:DivSepMar" "None" 4 "House" 44 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 616.230905657652
"None" 36 "E" "UsedCar" 10477 "Unknown" "VeryLong" 2 "M:Single" "None" 4 "None" 42 "None" "RentFree" 2 "Skilled" 1 "No" "Yes" 736.437196737934
"None" 15 "C" "Television" 1386 "Unknown" "Medium" 4 "F:Single" "None" 2 "House" 40 "None" "Rent" 1 "Skilled" 1 "Yes" "Yes" 660.937896267601
"None" 24 "C" "Television" 1278 "Low" "VeryLong" 4 "M:Single" "None" 1 "House" 36 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 609.236998581627
"Negative" 12 "C" "Television" 1107 "Low" "Medium" 2 "M:Single" "None" 2 "House" 20 "None" "Rent" 1 "Management:Self" 2 "Yes" "Yes" 486.362902992703
"Negative" 21 "C" "NewCar" 3763 "Unknown" "Long" 2 "M:Single" "Coapp" 2 "House" 24 "None" "Own" 1 "Unskilled" 1 "No" "No" 559.250334190815
"Small" 36 "C" "Education" 3711 "Unknown" "Medium" 2 "F:Single" "None" 2 "Car" 27 "None" "Own" 1 "Skilled" 1 "No" "Yes" 572.004624640508
"None" 15 "D" "UsedCar" 3594 "Low" "Short" 1 "F:DivSepMar" "None" 2 "Savings" 46 "None" "Own" 2 "Unskilled" 1 "No" "Yes" 700.24918927874
"Small" 9 "C" "NewCar" 3195 "Unknown" "Medium" 1 "F:DivSepMar" "None" 2 "House" 33 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 513.810800130384
"Small" 24 "E" "Furniture" 4736 "Low" "Short" 2 "F:DivSepMar" "None" 4 "Car" 25 "Bank" "Own" 1 "Unskilled" 1 "No" "Yes" 512.488787387027
"Small" 30 "C" "Television" 2991 "Unknown" "VeryLong" 2 "F:DivSepMar" "None" 4 "Car" 25 "None" "Own" 1 "Skilled" 1 "No" "Yes" 573.661632230242
"None" 11 "C" "Business" 2142 "VeryLarge" "VeryLong" 1 "M:DivSepMar" "None" 2 "House" 28 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 675.806904858055
"Negative" 24 "B" "Business" 3161 "Low" "Medium" 4 "M:Single" "None" 2 "Savings" 31 "None" "Rent" 1 "Skilled" 1 "Yes" "Yes" 477.470282266811
"Small" 48 "A" "Other" 18424 "Low" "Medium" 1 "F:DivSepMar" "None" 2 "Savings" 32 "Bank" "Own" 1 "Management:Self" 1 "Yes" "No" 426.0632790663
"None" 10 "C" "UsedCar" 2848 "Medium" "Medium" 1 "M:Single" "Coapp" 2 "House" 32 "None" "Own" 1 "Skilled" 2 "No" "Yes" 635.2945826903
"Negative" 6 "C" "NewCar" 14896 "Low" "VeryLong" 1 "M:Single" "None" 4 "None" 68 "Bank" "Own" 1 "Management:Self" 1 "Yes" "Yes" 477.643645424145
"Negative" 24 "C" "Furniture" 2359 "Medium" "Unemployed" 1 "M:DivSepMar" "None" 1 "Savings" 33 "None" "Own" 1 "Skilled" 1 "No" "Yes" 534.271412014257
"Negative" 24 "C" "Furniture" 3345 "Low" "VeryLong" 4 "M:Single" "None" 2 "Savings" 39 "None" "Rent" 1 "Management:Self" 1 "Yes" "Yes" 519.583378239145
"None" 18 "E" "Furniture" 1817 "Low" "Medium" 4 "F:DivSepMar" "None" 2 "None" 28 "None" "Own" 2 "Skilled" 1 "No" "Yes" 623.212670462898
"None" 48 "D" "Television" 12749 "Large" "Long" 4 "M:Single" "None" 1 "Car" 37 "None" "Own" 1 "Management:Self" 1 "Yes" "Yes" 460.101533886125
"Negative" 9 "C" "Television" 1366 "Low" "Short" 3 "F:DivSepMar" "None" 4 "Savings" 22 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 567.591809357932
"Small" 12 "C" "NewCar" 2002 "Low" "Long" 3 "M:Single" "None" 4 "Savings" 30 "None" "Rent" 1 "Skilled" 2 "Yes" "Yes" 525.26535770562
"Negative" 24 "B" "Furniture" 6872 "Low" "Short" 2 "M:DivSepMar" "None" 1 "Savings" 55 "Bank" "Own" 1 "Skilled" 1 "Yes" "Yes" 431.221031356586
"Negative" 12 "B" "NewCar" 697 "Low" "Short" 4 "M:Single" "None" 2 "Car" 46 "Bank" "Own" 2 "Skilled" 1 "Yes" "Yes" 452.762299474637
"Negative" 18 "E" "Furniture" 1049 "Low" "Short" 4 "F:DivSepMar" "None" 4 "Savings" 21 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 480.305223959377
"Negative" 48 "C" "UsedCar" 10297 "Low" "Long" 4 "M:Single" "None" 4 "None" 39 "Stores" "RentFree" 3 "Skilled" 2 "Yes" "Yes" 460.43599733672
"Negative" 12 "D" "NewCar" 1344 "Low" "Medium" 4 "M:Single" "None" 2 "House" 43 "None" "Own" 2 "Unskilled" 2 "No" "Yes" 513.879683275411
"Negative" 24 "C" "Furniture" 1747 "Low" "Short" 4 "M:Single" "Coapp" 1 "Savings" 24 "None" "Own" 1 "Unskilled" 1 "No" "No" 595.696718142125
"None" 9 "E" "NewCar" 1224 "Low" "Medium" 3 "M:Single" "None" 1 "House" 30 "None" "Own" 2 "Skilled" 1 "No" "Yes" 767.095624495926
"Negative" 12 "C" "Television" 1498 "Low" "Medium" 4 "F:DivSepMar" "None" 1 "Car" 23 "Bank" "Own" 1 "Skilled" 1 "No" "Yes" 500.186015848649
"Small" 30 "D" "Television" 1919 "Medium" "Short" 4 "M:Single" "None" 3 "None" 30 "Stores" "Own" 2 "Management:Self" 1 "No" "Yes" 590.763291303664
"Large" 9 "C" "Television" 745 "Low" "Medium" 3 "F:DivSepMar" "None" 2 "House" 28 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 576.657038452922
"Small" 6 "C" "Television" 2063 "Low" "Short" 4 "F:Single" "None" 3 "Car" 30 "None" "Rent" 1 "Management:Self" 1 "Yes" "Yes" 492.696759316737
"None" 12 "C" "NewCar" 3527 "Unknown" "Short" 2 "M:Single" "None" 3 "Savings" 45 "None" "Own" 1 "Management:Self" 2 "Yes" "Yes" 656.019952431473
"None" 10 "C" "NewCar" 1546 "Low" "Medium" 3 "M:Single" "None" 2 "House" 31 "None" "Own" 1 "Unskilled" 2 "No" "No" 570.20565288537
"Small" 48 "A" "NewCar" 8358 "Large" "Short" 1 "F:DivSepMar" "None" 1 "Car" 30 "None" "Own" 2 "Skilled" 1 "No" "Yes" 368.11359089045
"Negative" 24 "B" "Furniture" 3349 "Large" "Short" 4 "M:Single" "None" 4 "None" 30 "None" "RentFree" 1 "Skilled" 2 "Yes" "Yes" 521.532812863565
"None" 18 "C" "Furniture" 1533 "Low" "Short" 4 "F:Single" "Coapp" 1 "Savings" 43 "None" "Own" 1 "Unskilled" 2 "No" "Yes" 592.3191860877
"None" 24 "C" "Television" 3621 "Medium" "VeryLong" 2 "M:Single" "None" 4 "Car" 31 "None" "Own" 2 "Skilled" 1 "No" "Yes" 628.433152773854
"Negative" 36 "D" "Business" 2145 "Low" "Long" 2 "M:Single" "None" 1 "Car" 24 "None" "Own" 2 "Skilled" 1 "Yes" "Yes" 571.577019763663
"Small" 24 "C" "UsedCar" 4113 "Large" "Short" 3 "F:DivSepMar" "None" 4 "Car" 28 "None" "Rent" 1 "Skilled" 1 "No" "Yes" 544.4290359229
"None" 36 "C" "Furniture" 10974 "Low" "Unemployed" 4 "F:DivSepMar" "None" 2 "Car" 26 "None" "Own" 2 "Management:Self" 1 "Yes" "Yes" 480.877527889331
"Negative" 12 "C" "NewCar" 1893 "Low" "Medium" 4 "F:DivSepMar" "Guarantor" 4 "Savings" 29 "None" "Own" 1 "Skilled" 1 "Yes" "Yes" 578.428195473511
"Negative" 24 "E" "Television" 1231 "VeryLarge" "VeryLong" 4 "F:DivSepMar" "None" 4 "Savings" 57 "None" "Rent" 2 "Management:Self" 1 "Yes" "Yes" 596.853075096538
"Large" 30 "E" "Television" 3656 "Unknown" "VeryLong" 4 "M:Single" "None" 4 "Savings" 49 "Stores" "Own" 2 "Unskilled" 1 "No" "Yes" 586.563012676276
"Small" 9 "E" "Television" 1154 "Low" "VeryLong" 2 "M:Single" "None" 4 "House" 37 "None" "Own" 3 "Unskilled" 1 "No" "Yes" 592.372948301124
"Negative" 28 "C" "NewCar" 4006 "Low" "Medium" 3 "M:Single" "None" 2 "Car" 45 "None" "Own" 1 "Unskilled" 1 "No" "Yes" 522.43186185817
"Small" 24 "C" "Furniture" 3069 "Medium" "VeryLong" 4 "M:Single" "None" 4 "None" 30 "None" "RentFree" 1 "Skilled" 1 "No" "Yes" 509.672298366742
"None" 6 "E" "Television" 1740 "Low" "VeryLong" 2 "F:Single" "None" 2 "House" 30 "None" "Rent" 2 "Skilled" 1 "No" "Yes" 636.596955345625
"Small" 21 "D" "NewCar" 2353 "Low" "Medium" 1 "M:DivSepMar" "None" 4 "Savings" 47 "None" "Own" 2 "Skilled" 1 "No" "Yes" 464.947170626528
"None" 15 "C" "NewCar" 3556 "Unknown" "Medium" 3 "M:Single" "None" 2 "None" 29 "None" "Own" 1 "Skilled" 1 "No" "Yes" 599.984102917388
"None" 24 "C" "Television" 2397 "Large" "VeryLong" 3 "M:Single" "None" 2 "Car" 35 "Bank" "Own" 2 "Skilled" 1 "Yes" "Yes" 619.976757732531
